全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
,,第一小学校（体育館・校舎）,,,132047.0,,三鷹市新川6-3-32,,三鷹市,,,,35.682296,139.570024,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,第二小学校（体育館・校舎）,,,132047.0,,三鷹市野崎3-19-1,,三鷹市,,,,35.685884,139.542515,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,第三小学校（体育館・校舎）,,,132047.0,,三鷹市上連雀4-12-3,,三鷹市,,,,35.695787,139.557615,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,第四小学校（体育館・校舎）,,,132047.0,,三鷹市下連雀1-25-1,,三鷹市,,,,35.6955,139.568699,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,第五小学校（体育館・校舎）,,,132047.0,,三鷹市井の頭2-34-21,,三鷹市,,,,35.693077,139.581802,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,第六小学校（体育館・校舎）,,,132047.0,,三鷹市下連雀6-13-1,,三鷹市,,,,35.688358,139.564904,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,第七小学校（体育館・校舎）,,,132047.0,,三鷹市上連雀7-7-7,,三鷹市,,,,35.692744,139.55448,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,大沢台小学校（体育館・校舎）,,,132047.0,,三鷹市大沢2-6-18,,三鷹市,,,,35.680332,139.5364,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,高山小学校（体育館・校舎）,,,132047.0,,三鷹市牟礼4-6-12,,三鷹市,,,,35.689723,139.577266,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,南浦小学校（体育館・校舎）,,,132047.0,,三鷹市下連雀9-9-1,,三鷹市,,,,35.686005,139.560089,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,中原小学校（体育館・校舎）,,,132047.0,,三鷹市中原2-12-13,,三鷹市,,,,35.67034,139.571229,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,北野小学校（体育館・校舎）,,,132047.0,,三鷹市北野3-1-5,,三鷹市,,,,35.67986,139.58213,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,井口小学校（体育館・校舎）,,,132047.0,,三鷹市井口3-7-11,,三鷹市,,,,35.692286,139.54448,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,東台小学校（体育館・校舎）,,,132047.0,,三鷹市中原2-17-37,,三鷹市,,,,35.66738,139.571903,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,羽沢小学校（体育館・校舎）,,,132047.0,,三鷹市大沢4-9-1,,三鷹市,,,,35.670234,139.538437,,,,,,,,,,,1.0,,,,,,,,,,,,,
,,第一中学校（校舎）,,,132047.0,,三鷹市下連雀9-10-1,,三鷹市,,,,35.685264,139.559749,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,第二中学校（体育館・校舎）,,,132047.0,,三鷹市野崎3-14-1,,三鷹市,,,,35.687481,139.543623,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,第三中学校（体育館・校舎）,,,132047.0,,三鷹市牟礼4-13-8,,三鷹市,,,,35.691885,139.575687,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,第四中学校（体育館・校舎）,,,132047.0,,三鷹市上連雀4-18-7,,三鷹市,,,,35.696454,139.556368,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,第五中学校（体育館・校舎）,,,132047.0,,三鷹市新川1-7-20,,三鷹市,,,,35.671105,139.577298,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,第六中学校（体育館・校舎）,,,132047.0,,三鷹市新川2-12-17,,三鷹市,,,,35.680812,139.57567,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,第七中学校（体育館・校舎）,,,132047.0,,三鷹市大沢2-11-12,,三鷹市,,,,35.678039,139.532311,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,大沢コミュニティ・センター,,,132047.0,,三鷹市大沢4-25-30,,三鷹市,,,,35.668929,139.536998,,,,,,,,,,,1.0,,,,,,,,,,,,,
,,牟礼コミュニティ・センター,,,132047.0,,三鷹市牟礼7-6-25,,三鷹市,,,,35.684946,139.574839,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,井口コミュニティ・センター,,,132047.0,,三鷹市井口1-13-32,,三鷹市,,,,35.693509,139.548523,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,井の頭コミュニティ・センター,,,132047.0,,三鷹市井の頭2-32-30,,三鷹市,,,,35.694072,139.583417,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,新川中原コミュニティ・センター,,,132047.0,,三鷹市新川1-11-1,,三鷹市,,,,35.668896,139.575887,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,連雀コミュニティ・センター,,,132047.0,,三鷹市下連雀7-15-4,,三鷹市,,,,35.69259,139.561238,,,,,,,,,,,1.0,,,,,,,,,,,,,
,,駅前コミュニティ・センター,,,132047.0,,三鷹市下連雀3-13-10,,三鷹市,,,,35.699479,139.563013,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,三鷹中等教育学校,,,132047.0,,三鷹市新川6-21-21,,三鷹市,,,,35.679657,139.56689,,,,,,,,,,,1.0,,,,,,,,,,,,,
,,国際基督教大学,,,132047.0,,三鷹市大沢3-10-2,,三鷹市,,,,35.687567,139.529534,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,ルーテル学院大学,,,132047.0,,三鷹市大沢3-10-20,,三鷹市,,,,35.688414,139.535567,,,,,,,,,,,1.0,,,,,,,,,,,,,
,,明星学園小中学校（体育館）,,,132047.0,,三鷹市井の頭5-7-7,,三鷹市,,,,35.695109,139.577271,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,都立青梅総合高校（体育館、グラウンド）,,,132055.0,,青梅市勝沼1-60,,青梅市,,,,35.788437,139.269204,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,永山公園グラウンド（グラウンド）,,,132055.0,,青梅市本町217,,青梅市,,,,35.792095,139.259926,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,市立第一小学校（グラウンド）,,,132055.0,,青梅市本町223,,青梅市,,,,35.791487,139.258443,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,天ヶ瀬体育館（体育館）,,,132055.0,,青梅市天ヶ瀬町1111,,青梅市,,,,35.789162,139.250632,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,天ヶ瀬運動広場（グラウンド）,,,132055.0,,青梅市天ヶ瀬町1111-1,,青梅市,,,,35.78868,139.250646,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,市立第一中学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市裏宿町615,,青梅市,,,,35.789349,139.245079,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,日向和田2丁目児童遊園（グラウンド）,,,132055.0,,青梅市日向和田2-374-7,,青梅市,,,,35.785152,139.23557,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,市立第二小学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市長淵4-437,,青梅市,,,,35.780869,139.270694,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,長淵市民センター（庁舎・体育館・駐車場）,,,132055.0,,青梅市長淵6-492-1,,青梅市,,,,35.780366,139.26857,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立友田小学校（校舎・グラウンド）,,,132055.0,,青梅市友田町5-332,,青梅市,,,,35.774142,139.284724,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立第二中学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市千ヶ瀬町2-155,,青梅市,,,,35.785674,139.274422,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立吹上中学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市吹上1,,青梅市,,,,35.801006,139.282801,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立吹上小学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市吹上176-1,,青梅市,,,,35.7971,139.282582,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,大門市民センター（庁舎・体育館・駐車場）,,,132055.0,,青梅市大門2-288,,青梅市,,,,35.796765,139.291206,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立第三中学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市大門2-301,,青梅市,,,,35.797329,139.292256,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立第三小学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市大門2-317,,青梅市,,,,35.798467,139.293755,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,東原公園球技場（グラウンド）,,,132055.0,,青梅市今寺5-11,,青梅市,,,,35.793701,139.301777,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,畑中保育園（グラウンド）,,,132055.0,,青梅市畑中2-593,,青梅市,,,,35.783202,139.241016,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,和田町運動広場（グラウンド）,,,132055.0,,青梅市和田町2-422-1,,青梅市,,,,35.77982,139.229367,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,梅郷市民センター（庁舎・体育館・駐車場）,,,132055.0,,青梅市梅郷3-749-1,,青梅市,,,,35.786582,139.224326,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立第五小学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市梅郷3-765-1,,青梅市,,,,35.787462,139.224079,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立西中学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市梅郷6-1460-1,,青梅市,,,,35.794664,139.219874,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,柚木町運動広場（グラウンド）,,,132055.0,,青梅市柚木町2-313-1,,青梅市,,,,35.799755,139.211786,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,青梅柚木苑地駐車場（駐車場）,,,132055.0,,青梅市柚木町3-643,,青梅市,,,,35.803016,139.20754,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,市立第六小学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市二俣尾3-903-1,,青梅市,,,,35.801594,139.216861,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,二俣尾5丁目第2運動広場（グラウンド）,,,132055.0,,青梅市二俣尾5-164,,青梅市,,,,35.813401,139.207838,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,沢井市民センター（多目的室）,,,132055.0,,青梅市沢井2-682,,青梅市,,,,35.80475,139.196734,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,沢井市民センター運動広場（グラウンド）,,,132055.0,,青梅市沢井2-727-1,,青梅市,,,,35.804606,139.195579,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,御岳本町児童遊園（グラウンド）,,,132055.0,,青梅市御岳本町167-1,,青梅市,,,,35.800647,139.178055,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,御岳本町運動広場（グラウンド）,,,132055.0,,青梅市御岳本町224-3,,青梅市,,,,35.801855,139.178929,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,御岳運動広場（グラウンド）,,,132055.0,,青梅市御岳1-115,,青梅市,,,,35.799394,139.18127,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,御岳山ふれあいセンター（体育館・グラウンド）,,,132055.0,,青梅市御岳山38-2,,青梅市,,,,35.78695,139.150722,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,富岡3丁目運動広場（グラウンド）,,,132055.0,,青梅市富岡3-1168,,青梅市,,,,35.828155,139.293092,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,小曾木2丁目運動広場（グラウンド）,,,132055.0,,青梅市小曾木2-633,,青梅市,,,,35.81899,139.289645,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,小曾木市民センター（庁舎・駐車場）,,,132055.0,,青梅市小曾木3-1656-1,,青梅市,,,,35.818026,139.275135,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立第七小学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市小曾木3-1880-1,,青梅市,,,,35.819837,139.275007,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立第六中学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市小曾木4-2040,,青梅市,,,,35.82167,139.27639,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,黒沢中央運動広場（グラウンド）,,,132055.0,,青梅市黒沢2-991-1,,青梅市,,,,35.81232,139.258901,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,市立成木小学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市成木3-423-1,,青梅市,,,,35.828188,139.260589,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立第七中学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市成木4-544-2,,青梅市,,,,35.825869,139.257978,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,成木市民センター（駐車場）,,,132055.0,,青梅市成木4-644,,青梅市,,,,35.824183,139.24851,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,旧上成木ふれあいセンター（グラウンド）,,,132055.0,,青梅市成木7-902,,青梅市,,,,35.836389,139.209949,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,旧北小曾木ふれあいセンター（グラウンド）,,,132055.0,,青梅市成木8-676,,青梅市,,,,35.821972,139.229353,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,青梅市役所（庁舎・駐車場）,,,132055.0,,青梅市東青梅1-11-1,,青梅市,,,,35.787857,139.275835,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立第四小学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市東青梅6-1-1,,青梅市,,,,35.794078,139.271863,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,東青梅市民センター（庁舎・体育館・駐車場）,,,132055.0,,青梅市師岡町3-9-6,,青梅市,,,,35.790852,139.28236,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立霞台中学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市師岡町4-6-1,,青梅市,,,,35.78668,139.283179,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立若草小学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市新町1-15-1,,青梅市,,,,35.786255,139.293592,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立霞台小学校（校舎・体育館グラウンド）,,,132055.0,,青梅市新町1-35-1,,青梅市,,,,35.789966,139.29417,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立泉中学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市新町1-37,,青梅市,,,,35.789682,139.295958,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,都立誠明学園グラウンド（グラウンド）,,,132055.0,,青梅市新町3-72-1,,青梅市,,,,35.781336,139.304261,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,新町市民センター（庁舎・体育館・駐車場）,,,132055.0,,青梅市新町4-17-1,,青梅市,,,,35.785983,139.305152,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立新町中学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市新町5-20,,青梅市,,,,35.788377,139.305919,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,市立新町小学校（校舎・体育館・グラウンド）,,,132055.0,,青梅市新町5-21-1,,青梅市,,,,35.788797,139.307632,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
,,都農林総合研究センター青梅庁舎（グラウンド）,,,132055.0,,青梅市新町6-7-1,,青梅市,,,,35.789666,139.311693,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,新田山公園（グラウンド）,,,132055.0,,青梅市新町7-33,,青梅市,,,,35.786622,139.31446,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,河辺町南自治会館（駐車場）,,,132055.0,,青梅市河辺町2-1026,,青梅市,,,,35.779625,139.283807,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
,,総合体育館（体育館）,,,132055.0,,青梅市河辺町4-16-1,,青梅市,,,,35.780921,139.284336,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,
